molecule_chembl_id,canonical_smiles,bioactivity_class,value_uM
CHEMBL386307,O=C(NS(=O)(=O)c1ccccc1C(F)(F)F)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.080000006
CHEMBL222026,O=C(NS(=O)(=O)c1ccc2ccccc2c1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.09
CHEMBL220537,Cc1ccccc1S(=O)(=O)NC(=O)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.18
CHEMBL220475,Cc1ccc(S(=O)(=O)NC(=O)c2cc3ccccc3n2Cc2cccc(C(F)(F)F)c2)cc1,Full Inhibitor,0.29000002
CHEMBL221342,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.080000006
CHEMBL218176,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.28
CHEMBL218175,O=C(NS(=O)(=O)c1ccc(F)cc1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.72
CHEMBL374189,O=C(NS(=O)(=O)c1ccccc1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.29000002
CHEMBL221580,COc1ccc(-c2c(C(=O)NS(C)(=O)=O)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1,Full Inhibitor,0.002
CHEMBL217962,COc1ccc(-c2c(C(=O)NS(=O)(=O)c3ccccc3C)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1,Full Inhibitor,0.007
CHEMBL218258,COC(=O)c1ccccc1S(=O)(=O)NC(=O)c1c(-c2ccc(OC)cc2)c2ccccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.001
CHEMBL267881,COc1ccc(-c2c(C(=O)NS(=O)(=O)c3cccc(C(F)(F)F)c3)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1,Full Inhibitor,0.060000002
CHEMBL218231,COc1ccc(-c2c(C(=O)NS(=O)(=O)c3ccc(F)cc3)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1,Full Inhibitor,0.007
CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Inhibitor,10.0
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.048
CHEMBL107367,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,Full Inhibitor,0.025
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Full Inhibitor,1.2850001
CHEMBL220622,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,Full Inhibitor,0.047000002
CHEMBL387373,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c2c1CCN(C(=O)OCC(C)(C)C)C2,Full Inhibitor,0.033
CHEMBL446365,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c2c1CCN(C(=O)OCC(C)C)C2,Full Inhibitor,0.017
CHEMBL223434,C#CCOC(=O)N1CCc2c(OCCc3nc(-c4ccccc4)oc3C)ccc(CCC(=O)O)c2C1,Full Inhibitor,0.024
CHEMBL219836,CCCOC(=O)N1CCc2c(OCCc3nc(-c4ccc(-c5ccccc5)cc4)oc3C)ccc(CCC(=O)O)c2C1,Full Inhibitor,0.021000002
CHEMBL376460,CCCOC(=O)N1CCc2c(OCCc3nc(-c4ccccc4)oc3C)ccc(CCC(=O)O)c2C1,Full Inhibitor,0.011000001
CHEMBL441554,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OCc2ccccc2)c1,Full Inhibitor,0.091000006
CHEMBL223351,Cc1sc(N2CCOCC2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,Full Inhibitor,0.022000002
CHEMBL374344,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)Oc2cnccn2)c1,Full Inhibitor,0.026
CHEMBL223350,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)Oc2cnccn2)c1,Full Inhibitor,0.017
CHEMBL223128,Cc1oc(-c2ccc(-c3ncccn3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,Full Inhibitor,0.05
CHEMBL373685,Cc1oc(-c2ccc(Oc3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,Full Inhibitor,0.05
CHEMBL220622,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,Full Inhibitor,0.047000002
CHEMBL219824,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,Full Inhibitor,0.026
CHEMBL219773,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNS(=O)(=O)Cc2ccccc2)c1,Full Inhibitor,0.072000004
CHEMBL223349,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)CCc2ccccc2)c1,Full Inhibitor,0.16100001
CHEMBL223379,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)NCc2ccccc2)c1,Full Inhibitor,0.70600003
CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Inhibitor,10.0
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.067
CHEMBL234659,COc1cc(OCC(=O)O)c(C)cc1SCc1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,Partial Inhibitor,23.6
CHEMBL234660,Cc1cc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)ccc1OCC(=O)O,Partial Inhibitor,11.000001
CHEMBL392950,O=C(O)COc1ccc(SCc2ccc(OCc3ccc(F)cc3C(F)(F)F)cc2)c2c1CCC2,Partial Inhibitor,11.1
CHEMBL234663,O=C(O)COc1ccc(SCc2ccc(OCc3ccccc3)cc2)c2c1CCC2,Full Inhibitor,7.57
CHEMBL234662,COc1ccc(COc2ccc(CSc3ccc(OCC(=O)O)c4c3CCC4)cc2)cc1,Partial Inhibitor,13.8
CHEMBL232396,Cc1cc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)c2c(c1OCC(=O)O)CCC2,Partial Inhibitor,21.6
CHEMBL391479,Cc1cc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)c2c(c1OCC(=O)O)CCCO2,Partial Inhibitor,33.300003
CHEMBL232395,O=C(O)COc1ccc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)c2c1CCCO2,Full Inhibitor,5.5600004
CHEMBL391478,Cc1cc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)c(Cl)cc1OCC(=O)O,Full Inhibitor,9.120001
CHEMBL233177,O=C(O)COc1ccc(SCc2ccc(OCc3ccc(OC(F)(F)F)cc3)cc2)c2c1CCC2,Partial Inhibitor,11.1
CHEMBL233978,O=C(O)Cc1csc2cc(OCc3cc(-c4ccc(Cl)cc4)on3)ccc12,Partial Inhibitor,10.0
CHEMBL231690,Cc1nc(C(F)(F)F)sc1CSc1ccc2c(ccn2CC(=O)O)c1,Partial Inhibitor,10.0
CHEMBL393373,O=C(O)Cn1ccc2cc(OCc3ccc(Oc4ccc(C(F)(F)F)cc4)cc3)ccc21,Partial Inhibitor,10.0
CHEMBL231689,O=C(O)Cn1ccc2cc(OCc3cccc(COc4ccc(C(F)(F)F)cc4)c3)ccc21,Partial Inhibitor,10.0
CHEMBL231688,O=C(O)Cn1ccc2cc(OCc3ccccc3COc3ccc(C(F)(F)F)cc3)ccc21,Partial Inhibitor,10.0
CHEMBL393767,O=C(O)Cn1ccc2cc(OCc3cc(-c4ccc(C(F)(F)F)cc4)on3)ccc21,Partial Inhibitor,10.0
CHEMBL234801,Cc1nc(C(F)(F)F)sc1COc1ccc2c(ccn2CC(=O)O)c1,Partial Inhibitor,10.0
CHEMBL234800,O=C(O)Cc1coc2cc(OCc3ccc(COc4ccc(C(F)(F)F)cc4)cc3)ccc12,Partial Inhibitor,10.0
CHEMBL234799,O=C(O)Cc1coc2cc(OCc3cccc(COc4ccc(C(F)(F)F)cc4)c3)ccc12,Full Inhibitor,5.4
CHEMBL393766,O=C(O)Cc1coc2cc(OCc3ccccc3COc3ccc(C(F)(F)F)cc3)ccc12,Partial Inhibitor,10.0
CHEMBL234589,O=C(O)Cc1csc2cc(OCc3ccc(COc4ccc(C(F)(F)F)cc4)cc3)ccc12,Full Inhibitor,3.7300003
CHEMBL234588,O=C(O)Cc1csc2cc(OCc3cccc(COc4ccc(C(F)(F)F)cc4)c3)ccc12,Full Inhibitor,5.7900004
CHEMBL234587,Cc1cc2c(CC(=O)O)csc2cc1OCc1ccccc1COc1ccc(C(F)(F)F)cc1,Full Inhibitor,7.5800004
CHEMBL234383,O=C(O)Cc1csc2cc(OCc3ccccc3COc3ccc(C(F)(F)F)cc3)ccc12,Partial Inhibitor,10.0
CHEMBL234382,Cc1cc(OCc2cc(-c3ccc(C(F)(F)F)cc3)on2)cc2scc(CC(=O)O)c12,Partial Inhibitor,10.0
CHEMBL391085,Cc1cc(OCc2cc(-c3ccc(Cl)cc3)on2)cc2scc(CC(=O)O)c12,Full Inhibitor,8.660001
CHEMBL234169,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1cc(Cl)c2c(CC(=O)O)csc2c1,Partial Inhibitor,10.0
CHEMBL391084,Cc1cc2c(CC(=O)O)csc2cc1OCc1sc(-c2ccc(C(F)(F)F)cc2)nc1C,Full Inhibitor,6.26
CHEMBL234168,O=C(O)Cc1coc2cc(OCc3cc(-c4ccc(C(F)(F)F)cc4)on3)ccc12,Partial Inhibitor,10.0
CHEMBL391068,O=C(O)Cc1coc2cc(OCc3cc(-c4ccc(Cl)cc4)on3)ccc12,Partial Inhibitor,10.0
CHEMBL233976,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc2c(CC(=O)O)csc2c1,Partial Inhibitor,10.0
CHEMBL392058,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.018000001
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.067
CHEMBL401236,CCc1cc(Oc2cc(F)cc([C@@H](C)NC(=O)c3sc4ccc(Cl)cc4c3C)c2)ccc1CCC(=O)O,Full Inhibitor,0.05
CHEMBL238357,CCc1cc(Oc2cc(F)cc([C@@H](C)NC(=O)c3c(C)c4cc(Cl)ccc4n3C)c2)ccc1CCC(=O)O,Full Inhibitor,0.039
CHEMBL238152,Cc1cc(Oc2cccc(CNC(=O)c3c(C)c4cc(Cl)ccc4n3C)c2)ccc1CCC(=O)O,Full Inhibitor,0.035
CHEMBL235143,Cc1cc(Oc2cccc(CNC(=O)c3[nH]c4ccc(Cl)cc4c3C)c2)ccc1CCC(=O)O,Full Inhibitor,0.027
CHEMBL399417,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Cl)ccc4n3C)c2)ccc1CCC(=O)O,Full Inhibitor,0.098000005
CHEMBL399217,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Cl)c(Cl)cc4[nH]3)c2)ccc1CCC(=O)O,Full Inhibitor,0.095000006
CHEMBL236218,Cc1cc(Oc2cccc(CNC(=O)c3cc4cccc(Br)c4[nH]3)c2)ccc1CCC(=O)O,Full Inhibitor,0.037
CHEMBL237485,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Br)ccc4[nH]3)c2)ccc1CCC(=O)O,Full Inhibitor,0.008
CHEMBL237484,Cc1cc(Oc2cccc(CNC(=O)c3cc4ccc(Cl)cc4[nH]3)c2)ccc1CCC(=O)O,Full Inhibitor,0.23300001
CHEMBL237277,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Cl)ccc4[nH]3)c2)ccc1CCC(=O)O,Full Inhibitor,0.013
CHEMBL392718,Cc1cc(Oc2cccc(CNC(=O)c3cc4c(Cl)cccc4[nH]3)c2)ccc1CCC(=O)O,Full Inhibitor,0.25800002
CHEMBL237730,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C)c2)ccc1CCC(=O)O,Full Inhibitor,0.126
CHEMBL237520,Cc1cc(Oc2ccc(F)c(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.008
CHEMBL392717,Cc1cc(Oc2cc(F)cc(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.008
CHEMBL237519,Cc1ccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,Full Inhibitor,0.017
CHEMBL237518,Cc1cc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1,Full Inhibitor,0.012
CHEMBL237307,Cc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc1Oc1ccc(OC(C)(C)C(=O)O)c(C)c1,Full Inhibitor,0.0050000004
CHEMBL393940,Cc1cc(Oc2cccc(CNC(=O)c3ccccc3C)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.020000001
CHEMBL237306,COc1ccc(C(=O)NCc2cccc(Oc3ccc(OC(C)(C)C(=O)O)c(C)c3)c2)c(C)c1,Full Inhibitor,0.008
CHEMBL237305,Cc1cc(Oc2cccc(CNC(=O)c3ccc(OC(F)(F)F)cc3C)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.047000002
CHEMBL237086,Cc1cc(Oc2cccc(CNC(=O)c3ccc(Cl)cc3C)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.009000001
CHEMBL393939,Cc1ccc(C(=O)NCc2cccc(Oc3ccc(OC(C)(C)C(=O)O)c(C)c3)c2)c(C)c1,Full Inhibitor,0.007
CHEMBL237085,COc1cc(C(F)(F)F)ccc1C(=O)NCc1cccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1,Full Inhibitor,0.007
CHEMBL237710,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Oc3ccccc3)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.11400001
CHEMBL237084,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C(F)(F)F)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.20300001
CHEMBL236877,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Br)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.012
CHEMBL236876,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.012
CHEMBL393938,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Cl)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.015000001
CHEMBL236875,CCc1cc(C(F)(F)F)ccc1C(=O)NCc1cccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1,Full Inhibitor,0.010000001
CHEMBL236664,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.009000001
CHEMBL212911,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Full Inhibitor,0.0050000004
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.067
CHEMBL238970,CCc1cc(OCC[C@@H](C)Oc2ccc(C(F)(F)F)cc2-c2ccccn2)ccc1CCC(=O)O,Full Inhibitor,0.016
CHEMBL241479,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(CC)c2)c(-c2ccccn2)c1,Full Inhibitor,0.035
CHEMBL241478,Cc1cc(OCC[C@@H](C)Oc2ccc(C(F)(F)F)cc2-c2ccccn2)ccc1CCC(=O)O,Full Inhibitor,0.020000001
CHEMBL241299,Cc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2-c2ccccn2)ccc1CCC(=O)O,Full Inhibitor,0.08800001
CHEMBL391470,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ncco2)c1,Full Inhibitor,0.483
CHEMBL241298,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cocn2)c1,Full Inhibitor,0.97900003
CHEMBL400024,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2nccs2)c1,Full Inhibitor,1.5300001
CHEMBL241286,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cscn2)c1,Full Inhibitor,0.34600002
CHEMBL391283,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccncc2)c1,Full Inhibitor,0.52000004
CHEMBL241472,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cccnc2)c1,Full Inhibitor,0.060000002
CHEMBL241471,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccccn2)c1,Full Inhibitor,0.046000004
CHEMBL391264,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccco2)c1,Full Inhibitor,0.94000006
CHEMBL241078,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cccs2)c1,Full Inhibitor,1.09
CHEMBL392063,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccsc2)c1,Full Inhibitor,0.568
CHEMBL393926,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccccc2)c1,Full Inhibitor,0.215
CHEMBL443343,O=S(=O)(/C=C/c1ccccc1)Oc1ccccc1,Full Inhibitor,1.3260001
CHEMBL469938,O=S(=O)(/C=C/c1ccccc1)Oc1ccc2ccccc2c1,Full Inhibitor,1.088
CHEMBL469939,Cc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,Full Inhibitor,0.407
CHEMBL467711,Cc1cccc(OS(=O)(=O)/C=C/c2ccccc2)c1,Full Inhibitor,1.187
CHEMBL469940,O=S(=O)(/C=C/c1ccccc1)Oc1ccc(Cl)cc1,Full Inhibitor,0.30200002
CHEMBL451531,O=S(=O)(/C=C/c1ccccc1)Oc1c(Cl)cc(Cl)cc1Cl,Full Inhibitor,1.439
CHEMBL469941,COc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,Full Inhibitor,1.294
CHEMBL471828,O=S(=O)(/C=C/c1ccccc1)Oc1ccc(OCc2ccccc2)cc1,Full Inhibitor,0.703
CHEMBL471829,CCOC(=O)c1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,Full Inhibitor,0.74700004
CHEMBL471830,O=Cc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,Full Inhibitor,2.098
CHEMBL470574,CC(=O)Nc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,Partial Inhibitor,10.712001
CHEMBL513215,O=S(=O)(/C=C/c1ccccc1)Oc1cccc(Oc2ccccc2)c1,Full Inhibitor,0.38200003
CHEMBL470575,O=C(O)c1cccc(OS(=O)(=O)/C=C/c2ccccc2)c1,Partial Inhibitor,13.521001
CHEMBL452051,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@@H](C)C(=O)O)c1,Full Inhibitor,0.001
CHEMBL517436,Cc1c(Oc2ccc(Cl)cc2)c2ccc(C(F)(F)F)nc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,Full Inhibitor,0.022000002
CHEMBL461944,Cc1c(Oc2ccc(Cl)cc2)c2ccc(Cl)nc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,Full Inhibitor,0.003
CHEMBL461379,Cc1c(Oc2ccc(Cl)cc2)c2ccc(F)nc2n1Cc1ccc(F)c(O[C@@H](C)C(=O)O)c1,Full Inhibitor,0.023000002
CHEMBL518499,Cc1c(Oc2ccc(Cl)cc2)c2ccc(F)nc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,Full Inhibitor,0.003
CHEMBL461378,Cc1c(Oc2ccc(Cl)cc2)c2ccc(F)nc2n1Cc1cc(O[C@@H](C)C(=O)O)ccc1Cl,Full Inhibitor,0.015000001
CHEMBL459466,COc1ccc(C(=O)c2c(C)n(Cc3ccc(Cl)c(O[C@@H](C)C(=O)O)c3)c3nc(OC)ccc23)cc1,Full Inhibitor,0.001
CHEMBL460073,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3Cl)c3nc(OC)ccc23)cc1,Full Inhibitor,0.002
CHEMBL460072,COc1ccc(C(=O)c2c(C)n(Cc3ccc(F)c(O[C@@H](C)C(=O)O)c3)c3nc(OC)ccc23)cc1,Full Inhibitor,0.001
CHEMBL462378,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3F)c3nc(OC)ccc23)cc1,Full Inhibitor,0.002
CHEMBL509236,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3F)c3nc(C)ccc23)cc1,Full Inhibitor,0.004
CHEMBL510180,COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3nc(C)ccc23)cc1,Full Inhibitor,0.016
CHEMBL455130,Cc1c(Oc2ccc(Cl)cc2)c2cccnc2n1Cc1ccc(F)c(O[C@@H](C)C(=O)O)c1,Full Inhibitor,0.106000006
CHEMBL509369,Cc1c(Oc2ccc(Cl)cc2)c2cccnc2n1Cc1cc(O[C@@H](C)C(=O)O)ccc1F,Full Inhibitor,0.054
CHEMBL452054,Cc1c(Oc2ccc(Cl)cc2)c2cccnc2n1Cc1cc(O[C@@H](C)C(=O)O)ccc1Cl,Full Inhibitor,0.025
CHEMBL507477,COc1ccc(C(=O)c2c(C)n(Cc3ccc(F)c(O[C@@H](C)C(=O)O)c3)c3ncccc23)cc1,Full Inhibitor,0.010000001
CHEMBL455127,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3F)c3ncccc23)cc1,Full Inhibitor,0.0050000004
CHEMBL455126,COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3ncccc23)cc1,Full Inhibitor,0.066
CHEMBL452299,COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@H](C)C(=O)O)c3)c3ncccc23)cc1,Full Inhibitor,0.726
CHEMBL179330,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Inhibitor,0.001
CHEMBL363805,Cc1c(Oc2cc(O[C@@H](C)C(=O)O)ccc2Cl)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,Full Inhibitor,0.006
CHEMBL489651,COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc23)cc1,Full Inhibitor,0.001
CHEMBL519060,COc1ccc2c(-c3c(C)n(Cc4cc(O[C@@H](C)C(=O)O)ccc4Cl)c4cc(OC(F)(F)F)ccc34)noc2c1,Full Inhibitor,0.002
CHEMBL522772,Cc1c(Oc2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,Full Inhibitor,0.001
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.2
CHEMBL490029,CC[C@@H](Oc1cccc(-n2c(C)c(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Full Inhibitor,0.009000001
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Full Inhibitor,5.0
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.2
CHEMBL560830,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(OC2(C(=O)O)CCC2)c1,Full Inhibitor,0.016
CHEMBL558083,CC[C@@](C)(Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Full Inhibitor,0.0050000004
CHEMBL558083,CC[C@@](C)(Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Full Inhibitor,0.009000001
CHEMBL562864,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@@H](C(=O)O)C(C)C)c1,Full Inhibitor,0.010000001
CHEMBL564902,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C(=O)O)C(C)C)c1,Full Inhibitor,0.017
CHEMBL564036,CCC[C@@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Full Inhibitor,0.012
CHEMBL560160,CCC[C@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Full Inhibitor,0.008
CHEMBL552240,CC[C@@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Full Inhibitor,0.009000001
CHEMBL549746,CC[C@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Full Inhibitor,0.004
CHEMBL461571,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,Full Inhibitor,0.011000001
CHEMBL452051,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@@H](C)C(=O)O)c1,Full Inhibitor,0.001
CHEMBL559567,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(OCC(=O)O)c1,Full Inhibitor,0.002
CHEMBL556073,Cc1c(Cc2cccc(OCC(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1C(=O)c1ccc(Cl)cc1,Full Inhibitor,0.001
